ID,CALLE,ALT PLANO,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen,L_SENTIDO,CATEGORIA
"1998",SAN MARTIN AV.,"1552",-58.4514752,-34.6063921,"6",CABALLITO,"24",I,"57",V,,,,,,,,,24-Wilde (Avellaneda)|57-Palermo (CABA),OFICIAL
"1999",NAZCA AV.,"1412",-58.4768295,-34.6173476,"11",VILLA SANTA RITA,"63",I,"133",,"134",,,,,,,,"63-Flores (CABA)|133-Barracas (CABA), Constitucion (CABA)|134-Dock Sud (Avellaneda), Flores (CABA)",OFICIAL
"2000",CORDOBA AV.,"4575",-58.4294367,-34.5945801,"14",PALERMO,"151",I,"168",I,,,,,,,,,"151-Vicente López (Vicente López)|168-Palermo (CABA), San Isidro (San Isidro), Vicente López (Vicente López), Villa Crespo (CABA)",OFICIAL
"2001",SAN MARTIN AV.,"1516",-58.451203,-34.6064611,"6",CABALLITO,"110",V,"135",I,,,,,,,,,110-Recoleta (CABA)|135-Valentín Alsina (Lanús),OFICIAL
"2002",MORON,"4614",-58.4937487,-34.6306316,"10",VELEZ SARFIELD,"181",V,,,,,,,,,,,181-Boedo (CABA),OFICIAL
"2003",NAZCA AV.,"1146",-58.4746384,-34.6200459,"11",VILLA SANTA RITA,"53",,"133",V,"134",,,,,,,,"53-Boca (CABA)|133-Barracas (CABA), Constitucion (CABA)|134-Dock Sud (Avellaneda), Flores (CABA)",OFICIAL
"2004",SAN MARTIN AV.,"1334",-58.4480468,-34.6070476,"15",VILLA CRESPO,"135",I,,,,,,,,,,,135-Valentín Alsina (Lanús),OFICIAL
"2005",MORON,"4216",-58.4893559,-34.6285635,"10",VELEZ SARFIELD,"181",V,,,,,,,,,,,181-Boedo (CABA),OFICIAL
"2006",NAZCA AV.,"1128",-58.4744439,-34.6203403,"11",VILLA SANTA RITA,"63",I,"84",V,,,,,,,,,"63-Flores (CABA), Villa Madero (La Matanza)|84-Constitucion (CABA)",OFICIAL
"2007",SAN MARTIN AV.,"1508",-58.4511089,-34.6064851,"6",CABALLITO,"105",V,"146",V,,,,,,,,,105-San Nicolas (CABA)|146-San Nicolas (CABA),OFICIAL
"2009",NAZCA AV.,"1277",-58.4756782,-34.6185041,"11",VILLA SANTA RITA,"63",V,"133",I,,,,,,,,,63-Belgrano (CABA)|133-Vicente López (Vicente López),OFICIAL
"2010",NAZCA AV.,"1297",-58.4757071,-34.6184802,"11",VILLA SANTA RITA,"134",V,,,,,,,,,,,"134-Dock Sud (Avellaneda), Flores (CABA)",OFICIAL
"2011",NAZCA AV.,"1355",-58.4763125,-34.6176814,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,,84-Villa Del Parque (CABA)|124-Ciudadela (Tres de Febrero),OFICIAL
"2012",DIAZ VELEZ AV.,"5476",-58.4432608,-34.6081865,"6",CABALLITO,"92",V,"135",I,,,,,,,,,92-Retiro (CABA)|135-Valentín Alsina (Lanús),OFICIAL
"2013",NAZCA AV.,"1569",-58.4777988,-34.615803,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,,84-Villa Del Parque (CABA)|124-Ciudadela (Tres de Febrero),OFICIAL
"2014",DIAZ VELEZ AV.,"5402",-58.4429951,-34.6082088,"6",CABALLITO,"105",V,"146",V,,,,,,,,,105-San Nicolas (CABA)|146-San Nicolas (CABA),OFICIAL
"2015",NAZCA AV.,"1587",-58.4778626,-34.6156021,"11",VILLA SANTA RITA,"134",V,,,,,,,,,,,134-Villa Devoto (CABA),OFICIAL
"2017",NAZCA AV.,"1583",-58.4780064,-34.6155373,"11",VILLA SANTA RITA,"63",V,"133",I,,,,,,,,,63-Belgrano (CABA)|133-Vicente López (Vicente López),OFICIAL
"2018",NAZCA AV.,"1763",-58.4793839,-34.6138087,"11",VILLA SANTA RITA,"63",V,"133",I,,,,,,,,,63-Belgrano (CABA)|133-Vicente López (Vicente López),OFICIAL
"2019",NAZCA AV.,"1777",-58.4793028,-34.6138488,"11",VILLA SANTA RITA,"134",V,,,,,,,,,,,134-Villa Devoto (CABA),OFICIAL
"2020",NAZCA AV.,"1789",-58.4795886,-34.6135553,"11",VILLA SANTA RITA,"84",I,"124",I,,,,,,,,,84-Villa Del Parque (CABA)|124-Ciudadela (Tres de Febrero),OFICIAL
"2024",SEGUROLA AV.,"818",-58.4906225,-34.6274509,"10",VELEZ SARFIELD,"99",I,"172",V,,,,,,,,,"99-Puerto Madero (CABA), Retiro (CABA), San Nicolas (CABA)|172-Caballito (CABA)",OFICIAL
"2025",NAZCA AV.,"2277",-58.4831843,-34.6090413,"11",VILLA SANTA RITA,"84",,"124",I,,,,,,,,,84-Villa Del Parque (CABA)|124-Ciudadela (Tres de Febrero),OFICIAL
"2026",NAZCA AV.,"2283",-58.4831976,-34.6090282,"11",VILLA SANTA RITA,"63",V,,,,,,,,,,,63-Belgrano (CABA),OFICIAL
"2027",SEGUROLA AV.,"632",-58.4886136,-34.6290522,"10",VELEZ SARFIELD,"99",I,"172",V,,,,,,,,,"99-Puerto Madero (CABA), Retiro (CABA), San Nicolas (CABA)|172-Caballito (CABA)",OFICIAL
"2028",SEGUROLA AV.,"610",-58.4884003,-34.6292175,"10",VELEZ SARFIELD,"85",V,"114",I,,,,,,,,,"85-Nueva Pompeya (CABA), Quilmes (Quilmes)|114-Lomas de Zamora (Lomas de Zamora)",OFICIAL
"2029",NAZCA AV.,"2475",-58.4848679,-34.6071339,"11",VILLA DEL PARQUE,"84",I,"134",V,,,,,,,,,84-Villa Del Parque (CABA)|134-Villa Devoto (CABA),OFICIAL
"2030",JORGE NEWBERY AV.,"4318",-58.4533727,-34.5912156,"15",CHACARITA,"47",V,"119",V,,,,,,,,,47-Chacarita (CABA),OFICIAL
"2031",NAZCA AV.,"2235",-58.4830656,-34.6091818,"11",VILLA SANTA RITA,"110",I,"134",V,,,,,,,,,110-Villa Martelli (Vicente López)|124-Ciudadela (Tres de Febrero),OFICIAL
"2032",SANABRIA,"871",-58.4892628,-34.6268289,"10",FLORESTA,"85",I,"114",V,,,,,,,,,85-Ciudadela (Tres de Febrero)|114-Lomas de Zamora (Lomas de Zamora),OFICIAL
"2033",BAHIA BLANCA,"887",-58.4844262,-34.624833,"10",FLORESTA,"53",I,,,,,,,,,,,"53-El Palomar (Morón), Flores (CABA), José C. Paz (José C. Paz), San Miguel (San Miguel)",OFICIAL
"2034",NAZCA AV.,"2791",-58.4877822,-34.6038487,"11",VILLA DEL PARQUE,"110",I,,,,,,,,,,,110-Villa Martelli (Vicente López)|134-Villa Devoto (CABA),OFICIAL
"2036",NAZCA AV.,"2981",-58.4895292,-34.6018152,"11",VILLA DEL PARQUE,"110",I,,,,,,,,,,,110-Villa Martelli (Vicente López),OFICIAL
"2037",GAONA AV.,"4953",-58.4927572,-34.6287023,"10",VELEZ SARFIELD,"99",V,"172",I,,,,,,,,,"99-Liniers (CABA), Versalles (CABA)|172-Isidro Casanova (La Matanza)",OFICIAL
"2038",JORGE NEWBERY AV.,"4320",-58.4534056,-34.5912134,"15",CHACARITA,"87",I,,,,,,,,,,,"87-Boulogne (San Isidro), Garín (Escobar), Garín (Tigre), General San Martín (General San Martín), Ricardo Rojas (Escobar), Ricardo Rojas (Tigre)",OFICIAL
"2039",NAZCA AV.,"2495",-58.4849724,-34.6069792,"11",VILLA DEL PARQUE,"110",I,"124",I,,,,,,,,,110-Villa Martelli (Vicente L�pez)|124-Ciudadela (Tres de Febrero),OFICIAL
"2041",CARRASCO,"516",-58.4925678,-34.631392,"10",VELEZ SARFIELD,"107",V,,,,,,,,,,,107-Parque Avellaneda (CABA),OFICIAL
"2042",JORGE NEWBERY AV.,"4506",-58.4550682,-34.5928466,"15",CHACARITA,"47",V,"119",V,,,,,,,,,47-Chacarita (CABA),OFICIAL
"2044",NAZCA AV.,"3185",-58.4912645,-34.5993008,"11",VILLA DEL PARQUE,"110",I,,,,,,,,,,,110-Villa Martelli (Vicente López),OFICIAL
"2045",CARRASCO,"267",-58.489611,-34.6337134,"10",VELEZ SARFIELD,"107",V,,,,,,,,,,,107-Parque Avellaneda (CABA),OFICIAL
"2046",ACOYTE AV.,"818",-58.4400659,-34.60861,"6",CABALLITO,"124",V,,,,,,,,,,,124-Recoleta (CABA),OFICIAL
"2047",NAZCA AV.,"3377",-58.4924605,-34.5976505,"11",VILLA DEL PARQUE,"110",I,,,,,,,,,,,110-Villa Martelli (Vicente López),OFICIAL
"2048",ACOYTE AV.,"883",-58.4400666,-34.6079694,"6",CABALLITO,"92",V,"99",I,,,,,,,,,"92-Retiro (CABA)|99-Puerto Madero (CABA), Retiro (CABA), San Nicolas (CABA)",OFICIAL
"2049",ACOYTE AV.,"1073",-58.4400805,-34.6062713,"6",CABALLITO,"145",V,,,,,,,,,,,141-Palermo (CABA),OFICIAL
"2051",ACOYTE AV.,"1091",-58.4400458,-34.6060117,"6",CABALLITO,"42",I,"124",V,,,,,,,,,42-Belgrano (CABA)|124-Recoleta (CABA),OFICIAL
"2052",MERCEDES,"695",-58.4862934,-34.6267603,"10",FLORESTA,"85",I,"114",V,,,,,,,,,172-Isidro Casanova (La Matanza),OFICIAL
"2053",JORGE NEWBERY AV.,"4712",-58.4568771,-34.5945333,"15",CHACARITA,"47",V,"119",V,,,,,,,,,47-Chacarita (CABA),OFICIAL
"2054",JORGE NEWBERY AV.,"4695",-58.4567899,-34.5942157,"15",CHACARITA,"47",I,"119",I,,,,,,,,,"47-Liniers (CABA), Villa Riachuelo (CABA)",OFICIAL
"2055",JUAN B. AMBROSETTI,"816",-58.4387678,-34.6085562,"6",CABALLITO,"55",I,,,,,,,,,,,"55-Morón (La Matanza), Morón (Morón), San Justo (La Matanza), Villa Luzuriaga (La Matanza), Villa Luzuriaga (Morón)",OFICIAL
"2057",CONCORDIA,"789",-58.4795923,-34.623594,"10",FLORESTA,"25",I,,,,,,,,,,,25-Villa Raffo (Tres de Febrero),OFICIAL
"2058",JORGE NEWBERY AV.,"4489",-58.4548697,-34.5924678,"15",CHACARITA,"47",I,"119",I,,,,,,,,,"47-Liniers (CABA), Villa Riachuelo (CABA)",OFICIAL
"2059",DIAZ VELEZ AV.,"5048",-58.4379377,-34.6088752,"6",CABALLITO,"145",V,"55",V,,,,,,,,,"36-Palermo (CABA)|55-Belgrano (CABA), Caballito (CABA)",OFICIAL
"2062",DR. JUAN FELIPE ARANGUREN,"3695",-58.4812762,-34.6275473,"10",FLORESTA,"172",I,,,,,,,,,,,"99-Liniers (CABA), Versalles (CABA)",OFICIAL
"2064",DIAZ VELEZ AV.,"5038",-58.4381192,-34.6088738,"6",CABALLITO,"105",V,"146",V,,,,,,,,,105-San Nicolas (CABA)|146-San Nicolas (CABA),OFICIAL
"2065",JORGE NEWBERY AV.,"4299",-58.4530249,-34.5906738,"15",CHACARITA,"119",I,"47",I,,,,,,,,,"176-Chacarita (CABA), Saavedra (CABA), Villa Devoto (CABA), Villa Pueyrredon (CABA), Villa Urquiza (CABA)",OFICIAL
"2066",CORRIENTES AV.,"6736",-58.4532808,-34.5881331,"15",CHACARITA,"111",V,,,,,,,,,,,"111-Monserrat (CABA), San Telmo (CABA)",OFICIAL
"2067",SEGUROLA AV.,"233",-58.4851022,-34.6319748,"10",VELEZ SARFIELD,"85",V,"114",I,,,,,,,,,"85-Nueva Pompeya (CABA), Quilmes (Quilmes)|114-Lomas de Zamora (Lomas de Zamora)",OFICIAL
"2068",OTAMENDI,"612",-58.434422,-34.609526,"6",CABALLITO,"65",V,,,,,,,,,,,"65-Barracas (CABA), Constitucion (CABA)",OFICIAL
"2069",CORRIENTES AV.,"6787",-58.4524017,-34.5879208,"15",CHACARITA,"93",V,"108",I,,,,,,,,,"93-Munro (Vicente López), Villa Urquiza (CABA)|108-Ciudadela (Tres de Febrero)",OFICIAL
"2070",DIP. NACIONAL OSVALDO E. BENEDETTI,"295",-58.4818632,-34.6382545,"10",VELEZ SARFIELD,"114",I,,,,,,,,,,,114-Lomas de Zamora (Lomas de Zamora),OFICIAL
"2072",CORRIENTES AV.,"6781",-58.453506,-34.5875063,"15",CHACARITA,"19",I,"76",I,,,,,,,,,19-Villa Adelina (Vicente López)|76-Saavedra (CABA),OFICIAL
"2077",CORRIENTES AV.,"6735",-58.4529334,-34.5877282,"15",CHACARITA,"87",I,"119",V,,,,,,,,,"87-Boulogne (San Isidro), Garín (Escobar), Garín (Tigre), General San Martín (General San Martín), Ricardo Rojas (Escobar), Ricardo Rojas (Tigre)",OFICIAL
"2078",CORRIENTES AV.,"6781",-58.453492,-34.5875388,"15",CHACARITA,"176",I,"39",V,,,,,,,,,"176-Belén de Escobar (Escobar), El Triángulo (Escobar), El Triángulo (Malvinas Argentinas), Garín (Escobar), Garín (Malvinas Argentinas), Grand Bourg (José C. Paz), Grand Bourg (Malvinas Argentinas), José C. Paz (José C. Paz), Jos",OFICIAL
"2079",JUAN BAUTISTA ALBERDI AV.,"4065",-58.4820806,-34.6385326,"10",VELEZ SARFIELD,"180",I,,,,,,,,,,,"180-González Catán (La Matanza), San Justo (La Matanza)",OFICIAL
"2080",JUAN BAUTISTA ALBERDI AV.,"4041",-58.4824483,-34.6386856,"10",VELEZ SARFIELD,"55",I,"88",I,,,,,,,,,"55-Morón (La Matanza), Morón (Morón), San Justo (La Matanza), Villa Luzuriaga (La Matanza), Villa Luzuriaga (Morón)|88-Cañuelas (Cañuelas), González Catán (La Matanza), Marcos Paz (Marcos Paz), Rafael Castillo (La Matanza), Virrey",OFICIAL
"2082",AVELLANEDA AV.,"6",-58.4305779,-34.6110816,"6",CABALLITO,"65",V,,,,,,,,,,,"65-Barracas (CABA), Constitucion (CABA)",OFICIAL
"2083",MAURE,"4173",-58.4525283,-34.5876257,"15",CHACARITA,"39",,,,,,,,,,,,"39-Barracas (CABA), Boca (CABA)",OFICIAL
"2084",FEDERICO LACROZE AV.,"4126",-58.4544806,-34.5861674,"15",CHACARITA,"44",I,"65",I,,,,,,,,,44-Belgrano (CABA)|65-Belgrano (CABA),OFICIAL
"2085",FEDERICO LACROZE AV.,"4168",-58.4548018,-34.586713,"15",CHACARITA,"63",V,,,,,,,,,,,63-Belgrano (CABA),OFICIAL
"2086",FEDERICO LACROZE AV.,"4198",-58.4548229,-34.5867343,"15",CHACARITA,"39",,,,,,,,,,,,"39-Barracas (CABA), Boca (CABA)",OFICIAL
"2087",RICARDO GUTIERREZ,"3228",-58.4955813,-34.6017985,"11",VILLA DEL PARQUE,"84",V,,,,,,,,,,,84-Constitucion (CABA),OFICIAL
"2089",ACOYTE AV.,"371",-58.4376903,-34.6142836,"6",CABALLITO,"42",I,,,,,,,,,,,42-Belgrano (CABA)|104-Balvanera (CABA),OFICIAL
"2090",ACOYTE AV.,"291",-58.437612,-34.6148772,"6",CABALLITO,"84",I,"181",I,,,,,,,,,172-Isidro Casanova (La Matanza),OFICIAL
"2092",ACOYTE AV.,"265",-58.4376047,-34.6151079,"6",CABALLITO,"135",V,"145",V,,,,,,,,,135-Villa Sarmiento (Morón)|141-Palermo (CABA),OFICIAL
"2093",ACOYTE AV.,"259",-58.4375878,-34.615241,"6",CABALLITO,"55",V,,,,,,,,,,,"36-Palermo (CABA)|55-Belgrano (CABA), Caballito (CABA)",OFICIAL
"2094",ACOYTE AV.,"137",-58.4371403,-34.6167744,"6",CABALLITO,"55",V,,,,,,,,,,,"36-Palermo (CABA)|55-Belgrano (CABA), Caballito (CABA)",OFICIAL
"2095",CUENCA,"2604",-58.4920438,-34.6054984,"11",VILLA DEL PARQUE,"24",I,,,,,,,,,,,24-Wilde (Avellaneda),OFICIAL
"2096",ACOYTE AV.,"91",-58.436963,-34.6171173,"6",CABALLITO,"42",I,"145",V,,,,,,,,,42-Belgrano (CABA),OFICIAL
"2097",ACOYTE AV.,"67",-58.436768,-34.6175098,"6",CABALLITO,"84",I,"135",V,,,,,,,,,84-Villa Del Parque (CABA)|181-Haedo (Mor�n),OFICIAL
"2099",CUENCA,"2210",-58.4882138,-34.6097582,"11",VILLA DEL PARQUE,"135",I,,,,,,,,,,,135-Valentín Alsina (Lanús),OFICIAL
"2100",ACOYTE AV.,"18",-58.4366477,-34.6181392,"6",CABALLITO,"55",I,"145",I,,,,,,,,,"55-Morón (La Matanza), Morón (Morón), San Justo (La Matanza), Villa Luzuriaga (La Matanza), Villa Luzuriaga (Morón)",OFICIAL
"2102",ACOYTE AV.,"35",-58.4365721,-34.6178733,"6",CABALLITO,"172",I,"181",I,,,,,,,,,172-Caballito (CABA)|181-Boedo (CABA),OFICIAL
"2104",ACOYTE AV.,"412",-58.4379536,-34.6139448,"6",CABALLITO,"42",V,"135",I,,,,,,,,,"42-Caballito (CABA), Nueva Pompeya (CABA)|135-Valent�n Alsina (Lan�s)",OFICIAL
"2105",ACOYTE AV.,"426",-58.43802,-34.613852,"6",CABALLITO,"55",I,"145",I,,,,,,,,,"55-Morón (La Matanza), Morón (Morón), San Justo (La Matanza), Villa Luzuriaga (La Matanza), Villa Luzuriaga (Morón)|141-Ingeniero Budge (Lomas de Zamora), Villa Fiorito (Lomas de Zamora)",OFICIAL
"2107",ACOYTE AV.,"668",-58.4391885,-34.611284,"6",CABALLITO,"55",I,"145",I,,,,,,,,,"55-Morón (La Matanza), Morón (Morón), San Justo (La Matanza), Villa Luzuriaga (La Matanza), Villa Luzuriaga (Morón)|141-Ingeniero Budge (Lomas de Zamora), Villa Fiorito (Lomas de Zamora)",OFICIAL
"2109",ACOYTE AV.,"773",-58.4398087,-34.6093135,"6",CABALLITO,"135",V,"145",V,,,,,,,,,135-Villa Sarmiento (Morón)|141-Palermo (CABA),OFICIAL
"2113",MIRALLA,"610",-58.5050825,-34.6448702,"9",LINIERS,"47",V,,,,,,,,,,,47-Chacarita (CABA),OFICIAL
"2114",MIRALLA,"822",-58.5029586,-34.6465691,"9",MATADEROS,"47",V,,,,,,,,,,,47-Chacarita (CABA),OFICIAL
"2115",BRASIL AV.,"86",-58.3657547,-34.6252492,"4",LA BOCA,"130",V,"159",I,,,,,,,,,"130-Boca (CABA)|159-Berazategui (Berazategui), Berazategui (Florencio Varela), Don Bosco (Quilmes), Florencio Varela (Berazategui), Florencio Varela (Florencio Varela), Hudson (Berazategui), Juan María Gutiérrez (Berazategui), Ranelagh (Berazategui",OFICIAL
"2116",MENDEZ DE ANDES,"510",-58.4415422,-34.613081,"6",CABALLITO,"84",V,"181",V,,,,,,,,,84-Constitucion (CABA)|181-Boedo (CABA),OFICIAL
"2117",EMILIO CASTRO AV.,"5181",-58.4980668,-34.6437558,"10",VILLA LURO,"113",I,,,,,,,,,,,113-San Justo (La Matanza),OFICIAL
"2118",MENDEZ DE ANDES,"740",-58.4445925,-34.614252,"6",CABALLITO,"84",V,"181",V,,,,,,,,,84-Constitucion (CABA),OFICIAL
"2119",EMILIO CASTRO AV.,"5693",-58.5032302,-34.6461729,"9",LINIERS,"4",V,"113",I,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)|113-San Justo (La Matanza)",OFICIAL
"2120",EMILIO CASTRO AV.,"6091",-58.5075832,-34.6482734,"9",LINIERS,"4",V,"113",I,,,,,,,,,"4- Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)|113-San Justo (La Matanza)",OFICIAL
"2121",EMILIO CASTRO AV.,"6331",-58.5110157,-34.6498354,"9",LINIERS,"4",V,"113",I,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)|113-San Justo (La Matanza)",OFICIAL
"2122",EMILIO CASTRO AV.,"6687",-58.5142615,-34.6513487,"9",LINIERS,"113",I,,,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)|113-San Justo (La Matanza)",OFICIAL
"2123",EMILIO CASTRO AV.,"6991",-58.516991,-34.6525878,"9",LINIERS,"113",I,,,,,,,,,,,113-San Justo (La Matanza),OFICIAL
"2124",MENDEZ DE ANDES,"856",-58.4468395,-34.615143,"6",CABALLITO,"84",V,"181",V,,,,,,,,,84-Constitucion (CABA)|181-Boedo (CABA),OFICIAL
"2125",NEUQUEN,"1318",-58.4535452,-34.6157239,"6",CABALLITO,"84",V,"181",V,,,,,,,,,84-Constitucion (CABA),OFICIAL
"2128",NEUQUEN,"1508",-58.4548857,-34.6157298,"6",CABALLITO,"99",I,"124",V,,,,,,,,,"99-Puerto Madero (CABA), Retiro (CABA), San Nicolas (CABA)",OFICIAL
"2129",NEUQUEN,"1540",-58.4553154,-34.6157593,"6",CABALLITO,"84",V,"181",V,,,,,,,,,84-Constitucion (CABA),OFICIAL
"2131",GASCON,"689",-58.4239839,-34.6032036,"5",ALMAGRO,"160",V,"168",I,,,,,,,,,"160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)|168-Palermo (CABA), San Isidro (San Isidro), Vicente López (Vicente López), Villa Crespo (CABA)",OFICIAL
"2133",GASCON,"433",-58.4245345,-34.6065213,"5",ALMAGRO,"26",V,,,,,,,,,,,26-Retiro (CABA),OFICIAL
"2134",NEUQUEN,"1528",-58.4550573,-34.6157453,"6",CABALLITO,"106",I,,,,,,,,,,,106-Retiro (CABA),OFICIAL
"2136",MEDRANO AV.,"18",-58.4211253,-34.6112928,"5",ALMAGRO,"26",I,"127",V,,,,,,,,,26-Flores(CABA)|127-San Cristobal (CABA),OFICIAL
"2137",GASCON,"279",-58.4245813,-34.6089308,"5",ALMAGRO,"26",V,"105",I,,,,,,,,,26-Retiro (CABA)|105-Villa Raffo (Tres de Febrero),OFICIAL
"2138",MEDRANO AV.,"218",-58.4215804,-34.6083745,"5",ALMAGRO,"26",I,"90",V,,,,,,,,,"26-Flores (CABA)|90-Barracas (CABA), Constitucion (CABA)",OFICIAL
"2139",MEDRANO AV.,"208",-58.421797,-34.608353,"5",ALMAGRO,"128",I,"160",I,,,,,,,,,"151-Barracas (CABA), Constitucion (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"2140",MEDRANO AV.,"10",-58.4211099,-34.6113193,"5",ALMAGRO,"128",I,"160",I,,,,,,,,,"128-Gerli (Lanús)|160-Don Orione (Almirante Brown), Lanús Oeste (Lanús), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"2143",GASCON,"1259",-58.4229956,-34.5956344,"14",PALERMO,"160",V,,,,,,,,,,,"36-Palermo (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"2144",MEDRANO AV.,"510",-58.421215,-34.6045681,"5",ALMAGRO,"19",V,,,,,,,,,,,19-Balvanera (CABA),OFICIAL
"2145",MEDRANO AV.,"416",-58.4213483,-34.6057854,"5",ALMAGRO,"26",I,"151",V,,,,,,,,,26-Flores (CABA),OFICIAL
"2146",GASCON,"1483",-58.4226562,-34.5929633,"14",PALERMO,"160",V,,,,,,,,,,,"36-Palermo (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"2147",MEDRANO AV.,"416",-58.4213425,-34.6057205,"5",ALMAGRO,"128",I,"160",I,,,,,,,,,,OFICIAL
"2148",GASCON,"1641",-58.422224,-34.590986,"14",PALERMO,"160",V,,,,,,,,,,,"36-Palermo (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"2149",EMILIO CASTRO AV.,"7658",-58.5243048,-34.6561839,"9",MATADEROS,"113",V,,,,,,,,,,,113-Belgrano (CABA),OFICIAL
"2150",EMILIO CASTRO AV.,"7440",-58.5219075,-34.6550632,"9",MATADEROS,"113",V,,,,,,,,,,,104-Balvanera (CABA)|113-Belgrano (CABA),OFICIAL
"2151",EMILIO CASTRO AV.,"7236",-58.5191047,-34.6536016,"9",LINIERS,"113",I,,,,,,,,,,,113-Belgrano (CABA),OFICIAL
"2152",EMILIO CASTRO AV.,"7016",-58.5173362,-34.6529518,"9",MATADEROS,"113",V,,,,,,,,,,,113-Belgrano (CABA),OFICIAL
"2153",ARAOZ,"2083",-58.4196313,-34.588625,"14",PALERMO,"160",V,,,,,,,,,,,"36-Palermo (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"2154",EMILIO CASTRO AV.,"6712",-58.5144668,-34.6515873,"9",MATADEROS,"113",V,,,,,,,,,,,113-San Justo (La Matanza),OFICIAL
"2156",EMILIO CASTRO AV.,"6424",-58.5117574,-34.6503548,"9",MATADEROS,"4",I,"113",V,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)|113-Belgrano (CABA)",OFICIAL
"2157",EMILIO CASTRO AV.,"6212",-58.5090117,-34.6490812,"9",MATADEROS,"4",I,"113",V,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)|113-Belgrano (CABA)",OFICIAL
"2158",EMILIO CASTRO AV.,"6008",-58.5066097,-34.6479698,"9",MATADEROS,"4",I,"113",V,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)|113-Belgrano (CABA)",OFICIAL
"2159",ARAOZ,"2495",-58.4151929,-34.5859898,"14",PALERMO,"160",V,,,,,,,,,,,"36-Palermo (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"2160",EMILIO CASTRO AV.,"5734",-58.5035716,-34.6465435,"9",MATADEROS,"4",I,"113",V,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)|113-Belgrano (CABA)",OFICIAL
"2161",EMILIO CASTRO AV.,"5216",-58.4982736,-34.6440438,"9",MATADEROS,"4",I,,,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)",OFICIAL
"2162",JULIAN ALVAREZ,"2326",-58.4167523,-34.5879502,"14",PALERMO,"188",I,,,,,,,,,,,"188-Ingeniero Budge (Lomas de Zamora), Lanús Este (Lanús), Luis Guillón (Esteban Echeverría), Villa Fiorito (Lomas de Zamora)",OFICIAL
"2166",BOYACA AV.,"1639",-58.468196,-34.6107656,"11",VILLA GRAL MITRE,"110",I,"113",V,,,,,,,,,110-Villa Martelli (Vicente López)|113-Belgrano (CABA),OFICIAL
"2167",BOYACA AV.,"1993",-58.4707529,-34.6074065,"11",VILLA GRAL MITRE,"113",V,,,,,,,,,,,113-Belgrano (CABA),OFICIAL
"2168",BOYACA AV.,"2295",-58.4727776,-34.6047362,"11",VILLA GRAL MITRE,"113",V,"133",I,,,,,,,,,113-Belgrano (CABA)|133-Vicente López (Vicente López),OFICIAL
"2169",GAVILAN,"2230",-58.473768,-34.6057342,"11",VILLA GRAL MITRE,"113",I,,,,,,,,,,,113-San Justo (La Matanza),OFICIAL
"2170",GAVILAN,"2008",-58.4721882,-34.607807,"11",VILLA GRAL MITRE,"113",I,,,,,,,,,,,113-San Justo (La Matanza),OFICIAL
"2171",GAVILAN,"1602",-58.4691804,-34.6117572,"11",VILLA GRAL MITRE,"113",I,,,,,,,,,,,113-San Justo (La Matanza),OFICIAL
"2173",CORDOBA AV.,"4841",-58.4326641,-34.592466,"14",PALERMO,"140",I,,,,,,,,,,,140-Boulogne (San Isidro),OFICIAL
"2174",CORDOBA AV.,"5171",-58.4358168,-34.590379,"14",PALERMO,"140",I,,,,,,,,,,,140-Boulogne (San Isidro),OFICIAL
"2175",CNEL. NICETO VEGA AV.,"5310",-58.4363739,-34.5888419,"14",PALERMO,"140",V,,,,,,,,,,,140-San Nicolas (CABA),OFICIAL
"2176",CNEL. NICETO VEGA AV.,"5320",-58.4364054,-34.5888193,"14",PALERMO,"151",,"168",,,,,,,,,,"151-Barracas (CABA), Constitucion (CABA)|168-Boca (CABA)",OFICIAL
